,000_heartRate,015_heartRate,030_heartRate,045_heartRate,060_heartRate,075_heartRate,090_heartRate,105_heartRate,120_heartRate,135_heartRate,150_heartRate,165_heartRate,180_heartRate,195_heartRate,210_heartRate,225_heartRate,240_heartRate,255_heartRate,270_heartRate,285_heartRate,300_heartRate,315_heartRate,330_heartRate,345_heartRate,360_heartRate,375_heartRate,390_heartRate,405_heartRate,420_heartRate,435_heartRate,450_heartRate,465_heartRate,480_heartRate,495_heartRate,510_heartRate,525_heartRate,540_heartRate,555_heartRate,570_heartRate,585_heartRate,600_heartRate,615_heartRate,630_heartRate,645_heartRate,660_heartRate,675_heartRate,690_heartRate,705_heartRate,720_heartRate,735_heartRate,750_heartRate,765_heartRate,780_heartRate,795_heartRate,810_heartRate,825_heartRate,840_heartRate,855_heartRate,870_heartRate,885_heartRate,studyId,startTimeStamp,startDateTime,endTimeStamp,steps,distanceInMeters,maxMotionIntensity,meanMotionIntensity,sleepLabel
511,66,67,67,67,67,67,67,67,67,67,67,67,67,77,77,77,77,76,76,76,76,69,69,69,69,67,67,67,67,68,68,68,68,81,81,81,81,72,72,72,72,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,68,68,68,S2,1501875000,2017-08-04 19:30:00,1501875900,0,0.0,5,1.93333333333333,0
512,68,86,86,86,86,85,85,85,85,86,86,86,86,78,78,78,78,71,71,71,71,67,67,67,67,67,67,67,67,67,67,67,67,68,68,68,68,68,68,68,68,81,81,81,81,84,84,84,84,84,84,84,84,77,77,77,77,70,70,70,S2,1501875900,2017-08-04 19:45:00,1501876800,0,0.0,7,3.06666666666667,0
513,70,68,68,68,68,67,67,67,67,66,66,66,66,65,65,65,65,66,66,66,66,75,75,75,75,84,84,84,84,86,86,86,86,80,80,80,80,71,71,71,71,67,67,67,67,66,66,66,66,66,66,66,66,67,67,67,67,81,81,81,S2,1501876800,2017-08-04 20:00:00,1501877700,0,0.0,7,1.93333333333333,0
514,81,73,73,73,73,68,68,68,68,67,67,67,67,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,68,68,68,68,67,67,67,67,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,66,66,66,S2,1501877700,2017-08-04 20:15:00,1501878600,0,0.0,2,0.266666666666666,1
515,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,71,71,71,71,85,85,85,85,85,85,85,85,78,78,78,78,,,,,,,,,,,,,,,,,,,,S2,1501878600,2017-08-04 20:30:00,1501879500,0,0.0,5,1.0,1
516,,,,,,,,,,,,,,,,,,88,88,88,88,105,105,105,105,97,97,97,97,92,92,92,92,84,84,84,84,76,76,76,76,72,72,72,72,71,71,71,71,71,71,71,71,70,70,70,70,70,70,70,S2,1501879500,2017-08-04 20:45:00,1501880400,0,0.0,7,0.933333333333333,1
517,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,82,82,82,82,85,85,85,85,66,66,66,66,63,63,63,63,64,64,64,S2,1501880400,2017-08-04 21:00:00,1501881300,0,0.0,3,0.8,1
518,64,65,65,65,65,76,76,76,76,106,106,106,106,83,83,83,83,68,68,68,68,64,64,64,64,63,63,63,63,64,64,64,64,64,64,64,64,63,63,63,63,83,83,83,83,81,81,81,81,69,69,69,69,64,64,64,64,64,64,64,S2,1501881300,2017-08-04 21:15:00,1501882200,0,0.08,7,1.8,1
519,64,63,63,63,63,64,64,64,64,64,64,64,64,64,64,64,64,63,63,63,63,64,64,64,64,64,64,64,64,63,63,63,63,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,69,69,69,69,78,78,78,S2,1501882200,2017-08-04 21:30:00,1501883100,0,0.0,5,0.666666666666666,1
520,78,65,65,65,65,63,63,63,63,59,59,59,59,58,58,58,58,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,S2,1501883100,2017-08-04 21:45:00,1501884000,0,0.0,3,0.2,1
521,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,59,59,59,59,75,75,75,75,69,69,69,69,59,59,59,59,56,56,56,S2,1501884000,2017-08-04 22:00:00,1501884900,0,0.0,7,0.733333333333333,1
522,56,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,55,55,55,55,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,S2,1501884900,2017-08-04 22:15:00,1501885800,0,0.0,3,0.2,1
523,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,57,57,57,57,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,S2,1501885800,2017-08-04 22:30:00,1501886700,0,0.0,0,0.0,1
524,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,68,68,68,68,65,65,65,65,62,62,62,S2,1501886700,2017-08-04 22:45:00,1501887600,0,0.0,3,0.466666666666666,1
525,62,61,61,61,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,S2,1501887600,2017-08-04 23:00:00,1501888500,0,0.0,0,0.0,1
526,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,63,63,63,63,69,69,69,69,63,63,63,S2,1501888500,2017-08-04 23:15:00,1501889400,0,0.0,2,0.533333333333333,1
527,63,61,61,61,61,60,60,60,60,58,58,58,58,56,56,56,56,56,56,56,56,67,67,67,67,67,67,67,67,60,60,60,60,57,57,57,57,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,73,73,73,S2,1501889400,2017-08-04 23:30:00,1501890300,0,0.0,4,1.06666666666667,1
528,73,67,67,67,67,59,59,59,59,57,57,57,57,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,57,57,57,57,55,55,55,55,56,56,56,S2,1501890300,2017-08-04 23:45:00,1501891200,0,0.0,3,0.2,1
529,56,65,65,65,65,65,65,65,65,65,65,65,65,70,70,70,70,61,61,61,61,58,58,58,58,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,S2,1501891200,2017-08-05 00:00:00,1501892100,0,0.0,4,0.266666666666666,1
530,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,S2,1501892100,2017-08-05 00:15:00,1501893000,0,0.0,0,0.0,1
531,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,S2,1501893000,2017-08-05 00:30:00,1501893900,0,0.0,0,0.0,1
532,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,S2,1501893900,2017-08-05 00:45:00,1501894800,0,0.0,0,0.0,1
533,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,57,57,57,57,58,58,58,58,55,55,55,55,55,55,55,55,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,S2,1501894800,2017-08-05 01:00:00,1501895700,0,0.0,4,0.8,1
534,56,57,57,57,57,67,67,67,67,61,61,61,61,58,58,58,58,56,56,56,56,57,57,57,57,56,56,56,56,56,56,56,56,56,56,56,56,69,69,69,69,58,58,58,58,56,56,56,56,54,54,54,54,53,53,53,53,53,53,53,S2,1501895700,2017-08-05 01:15:00,1501896600,0,0.0,4,0.4,1
535,53,53,53,53,53,53,53,53,53,65,65,65,65,67,67,67,67,58,58,58,58,55,55,55,55,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,S2,1501896600,2017-08-05 01:30:00,1501897500,0,0.0,4,0.533333333333333,1
536,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,S2,1501897500,2017-08-05 01:45:00,1501898400,0,0.0,4,0.266666666666666,1
537,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,55,55,55,55,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,S2,1501898400,2017-08-05 02:00:00,1501899300,0,0.0,2,0.4,1
538,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,S2,1501899300,2017-08-05 02:15:00,1501900200,0,0.0,0,0.0,1
539,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,S2,1501900200,2017-08-05 02:30:00,1501901100,0,0.0,0,0.0,1
540,54,54,54,54,54,54,54,54,54,54,54,54,54,62,62,62,62,72,72,72,72,61,61,61,61,56,56,56,56,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,S2,1501901100,2017-08-05 02:45:00,1501902000,0,0.0,5,0.466666666666666,1
541,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,54,54,54,54,54,54,54,54,54,54,54,S2,1501902000,2017-08-05 03:00:00,1501902900,0,0.0,3,0.266666666666666,1
542,54,53,53,53,53,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,S2,1501902900,2017-08-05 03:15:00,1501903800,0,0.0,0,0.0,1
543,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,S2,1501903800,2017-08-05 03:30:00,1501904700,0,0.0,0,0.0,1
544,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,59,59,59,59,61,61,61,61,57,57,57,57,54,54,54,54,54,54,54,54,53,53,53,53,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,S2,1501904700,2017-08-05 03:45:00,1501905600,0,0.0,2,0.933333333333333,1
545,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,S2,1501905600,2017-08-05 04:00:00,1501906500,0,0.0,0,0.0,1
546,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,53,53,53,S2,1501906500,2017-08-05 04:15:00,1501907400,0,0.0,2,0.466666666666666,1
547,53,52,52,52,52,51,51,51,51,51,51,51,51,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,53,53,53,53,51,51,51,51,51,51,51,51,51,51,51,51,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,S2,1501907400,2017-08-05 04:30:00,1501908300,0,0.0,4,0.8,1
548,52,58,58,58,58,55,55,55,55,51,51,51,51,48,48,48,48,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,S2,1501908300,2017-08-05 04:45:00,1501909200,0,0.0,4,0.266666666666666,1
549,46,47,47,47,47,48,48,48,48,47,47,47,47,45,45,45,45,44,44,44,44,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,56,56,56,56,52,52,52,52,46,46,46,46,50,50,50,S2,1501909200,2017-08-05 05:00:00,1501910100,0,0.0,5,0.8,0
550,50,59,59,59,59,49,49,49,49,45,45,45,45,44,44,44,44,43,43,43,43,43,43,43,43,55,55,55,55,61,61,61,61,64,64,64,64,58,58,58,58,63,63,63,63,54,54,54,54,48,48,48,48,46,46,46,46,46,46,46,S2,1501910100,2017-08-05 05:15:00,1501911000,0,0.0,4,1.4,0
551,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,47,47,47,47,47,47,47,47,48,48,48,48,47,47,47,47,47,47,47,47,57,57,57,57,72,72,72,72,92,92,92,92,68,68,68,68,52,52,52,52,53,53,53,S2,1501911000,2017-08-05 05:30:00,1501911900,0,0.0,7,1.53333333333333,0
552,53,53,53,53,53,62,62,62,62,73,73,73,73,69,69,69,69,73,73,73,73,71,71,71,71,69,69,69,69,71,71,71,71,72,72,72,72,77,77,77,77,85,85,85,85,76,76,76,76,72,72,72,72,69,69,69,69,67,67,67,S2,1501911900,2017-08-05 05:45:00,1501912800,0,0.0,7,6.0,0
553,67,67,67,67,67,68,68,68,68,65,65,65,65,66,66,66,66,63,63,63,63,64,64,64,64,65,65,65,65,62,62,62,62,60,60,60,60,61,61,61,61,58,58,58,58,64,64,64,64,59,59,59,59,56,56,56,56,55,55,55,S2,1501912800,2017-08-05 06:00:00,1501913700,0,0.0,4,3.13333333333333,0
554,55,53,53,53,53,52,52,52,52,61,61,61,61,58,58,58,58,58,58,58,58,62,62,62,62,57,57,57,57,54,54,54,54,59,59,59,59,53,53,53,53,49,49,49,49,47,47,47,47,55,55,55,55,64,64,64,64,53,53,53,S2,1501913700,2017-08-05 06:15:00,1501914600,0,0.0,3,3.0,0
555,53,66,66,66,66,67,67,67,67,55,55,55,55,48,48,48,48,48,48,48,48,52,52,52,52,57,57,57,57,61,61,61,61,60,60,60,60,62,62,62,62,81,81,81,81,81,81,81,81,81,81,81,81,80,80,80,80,81,81,81,S2,1501914600,2017-08-05 06:30:00,1501915500,0,0.0,7,4.06666666666667,0
556,81,82,82,82,82,99,99,99,99,98,98,98,98,86,86,86,86,77,77,77,77,75,75,75,75,79,79,79,79,77,77,77,77,79,79,79,79,78,78,78,78,78,78,78,78,90,90,90,90,100,100,100,100,99,99,99,99,99,99,99,S2,1501915500,2017-08-05 06:45:00,1501916400,0,0.0,7,6.06666666666667,0
557,99,87,87,87,87,80,80,80,80,76,76,76,76,70,70,70,70,73,73,73,73,75,75,75,75,72,72,72,72,72,72,72,72,73,73,73,73,75,75,75,75,74,74,74,74,70,70,70,70,67,67,67,67,64,64,64,64,63,63,63,S2,1501916400,2017-08-05 07:00:00,1501917300,0,0.0,3,3.0,0
558,63,64,64,64,64,65,65,65,65,63,63,63,63,64,64,64,64,82,82,82,82,95,95,95,95,82,82,82,82,79,79,79,79,101,101,101,101,102,102,102,102,96,96,96,96,74,74,74,74,68,68,68,68,68,68,68,68,67,67,67,S2,1501917300,2017-08-05 07:15:00,1501918200,0,0.0,7,3.73333333333333,0
559,67,75,75,75,75,71,71,71,71,67,67,67,67,68,68,68,68,82,82,82,82,73,73,73,73,67,67,67,67,65,65,65,65,96,96,96,96,143,143,143,143,124,124,124,124,105,105,105,105,96,96,96,96,92,92,92,92,76,76,76,S2,1501918200,2017-08-05 07:30:00,1501919100,0,0.0,7,2.8,0
560,76,68,68,68,68,65,65,65,65,64,64,64,64,65,65,65,65,65,65,65,65,61,61,61,61,61,61,61,61,62,62,62,62,65,65,65,65,64,64,64,64,75,75,75,75,74,74,74,74,,,,,,,,,,,,S2,1501919100,2017-08-05 07:45:00,1501920000,0,0.0,4,2.66666666666667,0
561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1501920000,2017-08-05 08:00:00,1501920900,0,0.0,2,0.2,0
562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1501920900,2017-08-05 08:15:00,1501921800,0,0.0,0,0.0,0
563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1501921800,2017-08-05 08:30:00,1501922700,0,0.0,2,0.133333333333333,0
564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1501922700,2017-08-05 08:45:00,1501923600,0,0.0,0,0.0,0
565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1501923600,2017-08-05 09:00:00,1501924500,0,0.0,0,0.0,0
566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1501924500,2017-08-05 09:15:00,1501925400,0,0.0,0,0.0,0
567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1501925400,2017-08-05 09:30:00,1501926300,0,0.0,2,0.133333333333333,0
568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1501926300,2017-08-05 09:45:00,1501927200,0,0.0,0,0.0,0
569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1501927200,2017-08-05 10:00:00,1501928100,0,0.0,0,0.0,0
570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1501928100,2017-08-05 10:15:00,1501929000,0,0.0,0,0.0,0
571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1501929000,2017-08-05 10:30:00,1501929900,0,0.0,0,0.0,0
572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1501929900,2017-08-05 10:45:00,1501930800,0,0.0,0,0.0,0
573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1501930800,2017-08-05 11:00:00,1501931700,0,0.0,0,0.0,0
574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2,1501931700,2017-08-05 11:15:00,1501932600,0,0.0,0,0.0,0
575,,,,,,,,,,,,,,,,,,,,,,,,,,89,89,89,89,97,97,97,97,101,101,101,101,104,104,104,104,96,96,96,96,76,76,76,76,69,69,69,69,78,78,78,78,81,81,81,S2,1501932600,2017-08-05 11:30:00,1501933500,0,0.0,7,3.4,0
576,81,73,73,73,73,67,67,67,67,73,73,73,73,71,71,71,71,71,71,71,71,77,77,77,77,78,78,78,78,82,82,82,82,67,67,67,67,65,65,65,65,63,63,63,63,67,67,67,67,64,64,64,64,63,63,63,63,64,64,64,S2,1501933500,2017-08-05 11:45:00,1501934400,0,0.0,4,2.46666666666667,0
577,64,64,64,64,64,65,65,65,65,65,65,65,65,63,63,63,63,64,64,64,64,64,64,64,64,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,80,80,80,80,73,73,73,S2,1501934400,2017-08-05 12:00:00,1501935300,0,0.0,3,1.0,0
578,73,68,68,68,68,66,66,66,66,64,64,64,64,64,64,64,64,65,65,65,65,65,65,65,65,72,72,72,72,76,76,76,76,68,68,68,68,66,66,66,66,67,67,67,67,66,66,66,66,66,66,66,66,67,67,67,67,65,65,65,S2,1501935300,2017-08-05 12:15:00,1501936200,0,0.0,4,1.66666666666667,0
579,65,74,74,74,74,90,90,90,90,88,88,88,88,76,76,76,76,72,72,72,72,86,86,86,86,104,104,104,104,101,101,101,101,88,88,88,88,85,85,85,85,85,85,85,85,99,99,99,99,89,89,89,89,78,78,78,78,77,77,77,S2,1501936200,2017-08-05 12:30:00,1501937100,0,0.0,7,5.33333333333333,0
580,77,78,78,78,78,73,73,73,73,85,85,85,85,86,86,86,86,80,80,80,80,73,73,73,73,79,79,79,79,78,78,78,78,72,72,72,72,81,81,81,81,89,89,89,89,76,76,76,76,72,72,72,72,102,102,102,102,96,96,96,S2,1501937100,2017-08-05 12:45:00,1501938000,0,0.0,7,3.86666666666667,0
581,96,87,87,87,87,87,87,87,87,84,84,84,84,86,86,86,86,78,78,78,78,77,77,77,77,78,78,78,78,75,75,75,75,84,84,84,84,86,86,86,86,84,84,84,84,80,80,80,80,71,71,71,71,76,76,76,76,77,77,77,S2,1501938000,2017-08-05 13:00:00,1501938900,0,0.0,7,4.33333333333333,0
582,77,71,71,71,71,70,70,70,70,68,68,68,68,71,71,71,71,68,68,68,68,68,68,68,68,70,70,70,70,80,80,80,80,74,74,74,74,69,69,69,69,69,69,69,69,67,67,67,67,68,68,68,68,69,69,69,69,70,70,70,S2,1501938900,2017-08-05 13:15:00,1501939800,0,0.0,3,2.8,0
583,70,69,69,69,69,67,67,67,67,68,68,68,68,69,69,69,69,67,67,67,67,69,69,69,69,69,69,69,69,70,70,70,70,77,77,77,77,77,77,77,77,70,70,70,70,68,68,68,68,74,74,74,74,69,69,69,69,67,67,67,S2,1501939800,2017-08-05 13:30:00,1501940700,0,0.0,3,2.06666666666667,0
584,67,69,69,69,69,67,67,67,67,67,67,67,67,69,69,69,69,69,69,69,69,69,69,69,69,67,67,67,67,68,68,68,68,70,70,70,70,70,70,70,70,69,69,69,69,69,69,69,69,69,69,69,69,67,67,67,67,73,73,73,S2,1501940700,2017-08-05 13:45:00,1501941600,0,0.0,3,2.6,0
585,73,84,84,84,84,78,78,78,78,71,71,71,71,68,68,68,68,69,69,69,69,68,68,68,68,69,69,69,69,70,70,70,70,66,66,66,66,66,66,66,66,68,68,68,68,70,70,70,70,69,69,69,69,69,69,69,69,69,69,69,S2,1501941600,2017-08-05 14:00:00,1501942500,0,0.0,3,2.6,0
586,69,70,70,70,70,70,70,70,70,70,70,70,70,69,69,69,69,69,69,69,69,68,68,68,68,81,81,81,81,74,74,74,74,70,70,70,70,68,68,68,68,68,68,68,68,71,71,71,71,73,73,73,73,72,72,72,72,74,74,74,S2,1501942500,2017-08-05 14:15:00,1501943400,0,0.0,3,2.8,0
587,74,71,71,71,71,72,72,72,72,71,71,71,71,73,73,73,73,80,80,80,80,92,92,92,92,86,86,86,86,86,86,86,86,85,85,85,85,76,76,76,76,71,71,71,71,71,71,71,71,72,72,72,72,71,71,71,71,71,71,71,S2,1501943400,2017-08-05 14:30:00,1501944300,0,0.0,7,2.26666666666667,0
588,71,71,71,71,71,71,71,71,71,72,72,72,72,70,70,70,70,71,71,71,71,71,71,71,71,71,71,71,71,73,73,73,73,89,89,89,89,90,90,90,90,88,88,88,88,81,81,81,81,85,85,85,85,83,83,83,83,78,78,78,S2,1501944300,2017-08-05 14:45:00,1501945200,0,0.0,7,3.26666666666667,0
589,78,84,84,84,84,85,85,85,85,78,78,78,78,71,71,71,71,67,67,67,67,67,67,67,67,68,68,68,68,87,87,87,87,83,83,83,83,73,73,73,73,71,71,71,71,83,83,83,83,76,76,76,76,69,69,69,69,69,69,69,S2,1501945200,2017-08-05 15:00:00,1501946100,0,0.0,4,2.93333333333333,0
590,69,81,81,81,81,92,92,92,92,79,79,79,79,73,73,73,73,85,85,85,85,84,84,84,84,90,90,90,90,96,96,96,96,86,86,86,86,87,87,87,87,80,80,80,80,73,73,73,73,70,70,70,70,84,84,84,84,101,101,101,S2,1501946100,2017-08-05 15:15:00,1501947000,0,0.0,7,4.2,0
591,101,87,87,87,87,72,72,72,72,70,70,70,70,68,68,68,68,68,68,68,68,67,67,67,67,69,69,69,69,68,68,68,68,67,67,67,67,67,67,67,67,67,67,67,67,74,74,74,74,91,91,91,91,87,87,87,87,83,83,83,S2,1501947000,2017-08-05 15:30:00,1501947900,0,0.0,4,1.46666666666667,0
592,83,75,75,75,75,67,67,67,67,64,64,64,64,69,69,69,69,85,85,85,85,76,76,76,76,76,76,76,76,81,81,81,81,89,89,89,89,99,99,99,99,95,95,95,95,89,89,89,89,96,96,96,96,102,102,102,102,103,103,103,S2,1501947900,2017-08-05 15:45:00,1501948800,0,0.0,7,4.73333333333333,0
593,103,98,98,98,98,96,96,96,96,100,100,100,100,106,106,106,106,100,100,100,100,90,90,90,90,86,86,86,86,82,82,82,82,81,81,81,81,76,76,76,76,79,79,79,79,81,81,81,81,77,77,77,77,77,77,77,77,77,77,77,S2,1501948800,2017-08-05 16:00:00,1501949700,0,0.0,7,4.53333333333333,0
594,77,78,78,78,78,77,77,77,77,74,74,74,74,75,75,75,75,80,80,80,80,81,81,81,81,79,79,79,79,82,82,82,82,83,83,83,83,79,79,79,79,77,77,77,77,78,78,78,78,75,75,75,75,80,80,80,80,76,76,76,S2,1501949700,2017-08-05 16:15:00,1501950600,0,0.0,7,4.2,0
595,76,76,76,76,76,78,78,78,78,81,81,81,81,77,77,77,77,78,78,78,78,80,80,80,80,82,82,82,82,90,90,90,90,94,94,94,94,83,83,83,83,79,79,79,79,82,82,82,82,76,76,76,76,73,73,73,73,73,73,73,S2,1501950600,2017-08-05 16:30:00,1501951500,0,0.0,7,4.26666666666667,0
596,73,76,76,76,76,83,83,83,83,80,80,80,80,73,73,73,73,72,72,72,72,73,73,73,73,69,69,69,69,77,77,77,77,78,78,78,78,80,80,80,80,82,82,82,82,80,80,80,80,79,79,79,79,82,82,82,82,74,74,74,S2,1501951500,2017-08-05 16:45:00,1501952400,0,0.0,7,4.86666666666667,0
597,74,80,80,80,80,81,81,81,81,76,76,76,76,78,78,78,78,76,76,76,76,73,73,73,73,81,81,81,81,79,79,79,79,80,80,80,80,73,73,73,73,81,81,81,81,81,81,81,81,83,83,83,83,83,83,83,83,83,83,83,S2,1501952400,2017-08-05 17:00:00,1501953300,0,0.0,7,4.6,0
598,83,75,75,75,75,68,68,68,68,69,69,69,69,69,69,69,69,68,68,68,68,66,66,66,66,64,64,64,64,65,65,65,65,68,68,68,68,79,79,79,79,83,83,83,83,82,82,82,82,73,73,73,73,67,67,67,67,65,65,65,S2,1501953300,2017-08-05 17:15:00,1501954200,0,0.0,7,3.73333333333333,0
